phase,run_name,world_count,route_length,generalization_condition,composition_accuracy_mean,composition_accuracy_std,composition_accuracy_count,route_route_table_accuracy_mean,route_route_table_accuracy_std,route_route_table_accuracy_count,composition_route_gap_mean,composition_route_gap_std,composition_route_gap_count,composition_mean_correct_margin_mean,composition_mean_correct_margin_std,composition_mean_correct_margin_count,composition_mean_world_margin_mean,composition_mean_world_margin_std,composition_mean_world_margin_count,composition_mean_wrong_world_activation_mean,composition_mean_wrong_world_activation_std,composition_mean_wrong_world_activation_count
heldout_generalization,exp12_no_context_binding,32,12,heldout_multistep,1.0,0.0,960,1.0,0.0,960,0.0,0.0,960,0.21521412018866293,0.00928662368580802,960,-0.3096831609915615,0.01560008757678089,960,0.05918018444682714,0.0005588873487590232,960
heldout_generalization,exp12_no_recurrence,2,1,seen_one_step,1.0,0.0,60,1.0,0.0,60,0.0,0.0,60,1.1363506968391972,0.0017854596121064424,60,1.1139651708529965,0.019333382619108903,60,0.24840813820156749,0.004383079770867107,60
heldout_generalization,exp12_no_recurrence,2,2,heldout_multistep,0.027951388888888887,0.013627858393879828,60,1.0,0.0,60,0.9720486111111111,0.013627858393879822,60,1.1363506968391972,0.0017854596121064424,60,1.1139651708529965,0.019333382619108903,60,0.24840813820156749,0.004383079770867107,60
heldout_generalization,exp12_no_recurrence,2,4,heldout_multistep,0.0638888888888889,0.029178434537497182,60,1.0,0.0,60,0.9361111111111111,0.02917843453749719,60,1.1363506968391972,0.0017854596121064424,60,1.1139651708529965,0.019333382619108903,60,0.24840813820156749,0.004383079770867107,60
heldout_generalization,exp12_no_recurrence,2,8,heldout_multistep,0.05347222222222223,0.04804111612638884,60,1.0,0.0,60,0.9465277777777777,0.04804111612638883,60,1.1363506968391972,0.0017854596121064424,60,1.1139651708529965,0.019333382619108903,60,0.24840813820156749,0.004383079770867107,60
heldout_generalization,exp12_no_recurrence,2,12,heldout_multistep,0.06041666666666667,0.06033807961166899,60,1.0,0.0,60,0.9395833333333333,0.06033807961166899,60,1.1363506968391972,0.0017854596121064424,60,1.1139651708529965,0.019333382619108903,60,0.24840813820156749,0.004383079770867107,60
heldout_generalization,exp12_no_recurrence,4,1,seen_one_step,1.0,0.0,120,1.0,0.0,120,0.0,0.0,120,1.1360474327391061,0.0017757159449744455,120,1.039878331824349,0.02569607174689387,120,0.18234263610260842,0.004887127071557095,120
heldout_generalization,exp12_no_recurrence,4,2,heldout_multistep,0.029513888888888888,0.016447112468727727,120,1.0,0.0,120,0.970486111111111,0.016447112468727716,120,1.1360474327391061,0.0017757159449744455,120,1.039878331824349,0.02569607174689387,120,0.18234263610260842,0.004887127071557095,120
heldout_generalization,exp12_no_recurrence,4,4,heldout_multistep,0.0638888888888889,0.03505732322811204,120,1.0,0.0,120,0.9361111111111111,0.035057323228112044,120,1.1360474327391061,0.0017757159449744455,120,1.039878331824349,0.02569607174689387,120,0.18234263610260842,0.004887127071557095,120
heldout_generalization,exp12_no_recurrence,4,8,heldout_multistep,0.05928819444444444,0.051631369410176306,120,1.0,0.0,120,0.9407118055555556,0.051631369410176355,120,1.1360474327391061,0.0017757159449744455,120,1.039878331824349,0.02569607174689387,120,0.18234263610260842,0.004887127071557095,120
heldout_generalization,exp12_no_recurrence,4,12,heldout_multistep,0.05625,0.05722040067174073,120,1.0,0.0,120,0.94375,0.05722040067174072,120,1.1360474327391061,0.0017757159449744455,120,1.039878331824349,0.02569607174689387,120,0.18234263610260842,0.004887127071557095,120
heldout_generalization,exp12_no_recurrence,8,1,seen_one_step,1.0,0.0,240,1.0,0.0,240,0.0,0.0,240,1.135651840118508,0.00173688766713877,240,0.9125232521944879,0.04460685074629505,240,0.129625125446965,0.0059766321518721615,240
heldout_generalization,exp12_no_recurrence,8,2,heldout_multistep,0.029253472222222222,0.016159687690570627,240,1.0,0.0,240,0.9707465277777777,0.016159687690570624,240,1.135651840118508,0.00173688766713877,240,0.9125232521944879,0.04460685074629505,240,0.129625125446965,0.0059766321518721615,240
heldout_generalization,exp12_no_recurrence,8,4,heldout_multistep,0.05946180555555556,0.03386184893882363,240,1.0,0.0,240,0.9405381944444444,0.03386184893882361,240,1.135651840118508,0.00173688766713877,240,0.9125232521944879,0.04460685074629505,240,0.129625125446965,0.0059766321518721615,240
heldout_generalization,exp12_no_recurrence,8,8,heldout_multistep,0.05750868055555556,0.04890445302031282,240,1.0,0.0,240,0.9424913194444444,0.048904453020312835,240,1.135651840118508,0.00173688766713877,240,0.9125232521944879,0.04460685074629505,240,0.129625125446965,0.0059766321518721615,240
heldout_generalization,exp12_no_recurrence,8,12,heldout_multistep,0.05789930555555556,0.06030844792173912,240,1.0,0.0,240,0.9421006944444444,0.060308447921739096,240,1.135651840118508,0.00173688766713877,240,0.9125232521944879,0.04460685074629505,240,0.129625125446965,0.0059766321518721615,240
heldout_generalization,exp12_no_recurrence,16,1,seen_one_step,1.0,0.0,480,1.0,0.0,480,0.0,0.0,480,1.134404092592353,0.0016959284189901791,480,0.7056270983819919,0.0537653597797819,480,0.09202836319577043,0.004569417457266109,480
heldout_generalization,exp12_no_recurrence,16,2,heldout_multistep,0.029578993055555555,0.01651927858176418,480,1.0,0.0,480,0.9704210069444444,0.01651927858176418,480,1.134404092592353,0.0016959284189901791,480,0.7056270983819919,0.0537653597797819,480,0.09202836319577043,0.004569417457266109,480
heldout_generalization,exp12_no_recurrence,16,4,heldout_multistep,0.059657118055555555,0.0338869729457443,480,1.0,0.0,480,0.9403428819444444,0.0338869729457443,480,1.134404092592353,0.0016959284189901791,480,0.7056270983819919,0.0537653597797819,480,0.09202836319577043,0.004569417457266109,480
heldout_generalization,exp12_no_recurrence,16,8,heldout_multistep,0.05904947916666667,0.05067541034122676,480,1.0,0.0,480,0.9409505208333333,0.050675410341226766,480,1.134404092592353,0.0016959284189901791,480,0.7056270983819919,0.0537653597797819,480,0.09202836319577043,0.004569417457266109,480
heldout_generalization,exp12_no_recurrence,16,12,heldout_multistep,0.059657118055555555,0.06214970830994184,480,1.0,0.0,480,0.9403428819444444,0.06214970830994184,480,1.134404092592353,0.0016959284189901791,480,0.7056270983819919,0.0537653597797819,480,0.09202836319577043,0.004569417457266109,480
heldout_generalization,exp12_no_recurrence,32,1,seen_one_step,1.0,0.0,960,1.0,0.0,960,0.0,0.0,960,1.1320644988413109,0.0018128107579511795,960,0.4239138476314049,0.05553003466249032,960,0.0637515187885415,0.002691407756279754,960
heldout_generalization,exp12_no_recurrence,32,2,heldout_multistep,0.0296875,0.01587161280150403,960,1.0,0.0,960,0.9703125,0.015871612801504027,960,1.1320644988413109,0.0018128107579511795,960,0.4239138476314049,0.05553003466249032,960,0.0637515187885415,0.002691407756279754,960
heldout_generalization,exp12_no_recurrence,32,4,heldout_multistep,0.06106770833333333,0.03474876064090157,960,1.0,0.0,960,0.9389322916666667,0.034748760640901544,960,1.1320644988413109,0.0018128107579511795,960,0.4239138476314049,0.05553003466249032,960,0.0637515187885415,0.002691407756279754,960
heldout_generalization,exp12_no_recurrence,32,8,heldout_multistep,0.05657552083333333,0.04783042794626082,960,1.0,0.0,960,0.9434244791666667,0.047830427946260815,960,1.1320644988413109,0.0018128107579511795,960,0.4239138476314049,0.05553003466249032,960,0.0637515187885415,0.002691407756279754,960
heldout_generalization,exp12_no_recurrence,32,12,heldout_multistep,0.060004340277777776,0.060955617675302734,960,1.0,0.0,960,0.9399956597222222,0.06095561767530274,960,1.1320644988413109,0.0018128107579511795,960,0.4239138476314049,0.05553003466249032,960,0.0637515187885415,0.002691407756279754,960
heldout_generalization,exp12_no_structural_plasticity,2,1,seen_one_step,0.03229166666666667,0.017650599638773926,60,0.03229166666666667,0.017650599638773926,60,0.0,0.0,60,-0.0002895407659544499,1.5786090031770665e-05,60,1.1291190527440637e-07,1.3629647019487481e-05,60,0.4999999717720218,3.40741173783566e-06,60
heldout_generalization,exp12_no_structural_plasticity,2,2,heldout_multistep,0.03246527777777778,0.019939481718021203,60,0.03229166666666667,0.017650599638773926,60,-0.0001736111111111113,0.02729111858106084,60,-0.0002895407659544499,1.5786090031770665e-05,60,1.1291190527440637e-07,1.3629647019487481e-05,60,0.4999999717720218,3.40741173783566e-06,60
