phase,run_name,context_corruption_type,context_corruption_level,budget_ratio,composition_accuracy_mean,composition_accuracy_std,composition_accuracy_count,route_route_table_accuracy_mean,route_route_table_accuracy_std,route_route_table_accuracy_count,composition_route_gap_mean,composition_route_gap_std,composition_route_gap_count,top1_world_accuracy_mean,top1_world_accuracy_std,top1_world_accuracy_count,composition_mean_world_margin_mean,composition_mean_world_margin_std,composition_mean_world_margin_count,composition_mean_wrong_world_activation_mean,composition_mean_wrong_world_activation_std,composition_mean_wrong_world_activation_count,composition_mean_correct_margin_mean,composition_mean_correct_margin_std,composition_mean_correct_margin_count,used_edge_fraction_mean,used_edge_fraction_std,used_edge_fraction_count,stored_edge_count_mean,stored_edge_count_std,stored_edge_count_count,continuous_decode_accuracy_mean,continuous_decode_accuracy_std,continuous_decode_accuracy_count,decoded_start_accuracy_observed_mean,decoded_start_accuracy_observed_std,decoded_start_accuracy_observed_count
context_corruption,exp13_no_consolidation,adversarial_mixture,0.51,1.0,0.03177083333333333,0.004279082480509111,5,0.0326171875,0.0041965683253862825,5,0.0008463541666666671,0.002104587223339144,5,0.0,0.0,5,-0.019000000000000017,0.0,5,0.4844999999999999,0.0,5,1.0,0.0,5,1.0,0.0,5,3072.0,0.0,5,,,0,,,0
context_corruption,exp13_no_consolidation,adversarial_mixture,0.6,1.0,0.03177083333333333,0.004279082480509111,5,0.0326171875,0.0041965683253862825,5,0.0008463541666666671,0.002104587223339144,5,0.0,0.0,5,-0.18999999999999995,0.0,5,0.5700000000000001,0.0,5,1.0,0.0,5,1.0,0.0,5,3072.0,0.0,5,,,0,,,0
context_corruption,exp13_no_consolidation,adversarial_mixture,0.75,1.0,0.03177083333333333,0.004279082480509111,5,0.0326171875,0.0041965683253862825,5,0.0008463541666666671,0.002104587223339144,5,0.0,0.0,5,-0.4749999999999998,0.0,5,0.7125,0.0,5,1.0,0.0,5,1.0,0.0,5,3072.0,0.0,5,,,0,,,0
context_corruption,exp13_no_consolidation,adversarial_mixture,0.9,1.0,0.03177083333333333,0.004279082480509111,5,0.0326171875,0.0041965683253862825,5,0.0008463541666666671,0.002104587223339144,5,0.0,0.0,5,-0.7599999999999999,0.0,5,0.8550000000000002,0.0,5,1.0,0.0,5,1.0,0.0,5,3072.0,0.0,5,,,0,,,0
context_corruption,exp13_no_consolidation,adversarial_mixture,0.99,1.0,0.03177083333333333,0.004279082480509111,5,0.0326171875,0.0041965683253862825,5,0.0008463541666666671,0.002104587223339144,5,0.0,0.0,5,-0.9310000000000004,0.0,5,0.9404999999999999,0.0,5,1.0,0.0,5,1.0,0.0,5,3072.0,0.0,5,,,0,,,0
context_corruption,exp13_no_consolidation,dropout,0.0,1.0,1.0,0.0,5,1.0,0.0,5,0.0,0.0,5,1.0,0.0,5,0.9499999999999998,0.0,5,0.0,0.0,5,1.0,0.0,5,1.0,0.0,5,3072.0,0.0,5,,,0,,,0
context_corruption,exp13_no_consolidation,dropout,0.1,1.0,1.0,0.0,5,1.0,0.0,5,0.0,0.0,5,1.0,0.0,5,0.8550000000000002,0.0,5,0.0029687499999999996,0.0,5,1.0,0.0,5,1.0,0.0,5,3072.0,0.0,5,,,0,,,0
context_corruption,exp13_no_consolidation,dropout,0.25,1.0,1.0,0.0,5,1.0,0.0,5,0.0,0.0,5,1.0,0.0,5,0.7125,0.0,5,0.007421874999999999,0.0,5,1.0,0.0,5,1.0,0.0,5,3072.0,0.0,5,,,0,,,0
context_corruption,exp13_no_consolidation,dropout,0.5,1.0,1.0,0.0,5,1.0,0.0,5,0.0,0.0,5,1.0,0.0,5,0.4749999999999999,0.0,5,0.014843749999999998,0.0,5,1.0,0.0,5,1.0,0.0,5,3072.0,0.0,5,,,0,,,0
context_corruption,exp13_no_consolidation,dropout,0.75,1.0,1.0,0.0,5,1.0,0.0,5,0.0,0.0,5,1.0,0.0,5,0.23749999999999996,0.0,5,0.022265625,0.0,5,1.0,0.0,5,1.0,0.0,5,3072.0,0.0,5,,,0,,,0
