phase,run_name,context_corruption_type,context_corruption_level,budget_ratio,composition_accuracy_mean,composition_accuracy_std,composition_accuracy_count,route_route_table_accuracy_mean,route_route_table_accuracy_std,route_route_table_accuracy_count,composition_route_gap_mean,composition_route_gap_std,composition_route_gap_count,top1_world_accuracy_mean,top1_world_accuracy_std,top1_world_accuracy_count,composition_mean_world_margin_mean,composition_mean_world_margin_std,composition_mean_world_margin_count,composition_mean_wrong_world_activation_mean,composition_mean_wrong_world_activation_std,composition_mean_wrong_world_activation_count,composition_mean_correct_margin_mean,composition_mean_correct_margin_std,composition_mean_correct_margin_count,used_edge_fraction_mean,used_edge_fraction_std,used_edge_fraction_count,stored_edge_count_mean,stored_edge_count_std,stored_edge_count_count,continuous_decode_accuracy_mean,continuous_decode_accuracy_std,continuous_decode_accuracy_count,decoded_start_accuracy_observed_mean,decoded_start_accuracy_observed_std,decoded_start_accuracy_observed_count
context_corruption,exp13_no_recurrence,dropout,0.0,1.0,0.03958333333333334,0.0038350719987039414,5,1.0,0.0,5,0.9604166666666666,0.003835071998703916,5,1.0,0.0,5,1.0,0.0,5,0.0,0.0,5,1.9090745142198777,0.0,5,1.0,0.0,5,3072.0,0.0,5,,,0,,,0
context_corruption,exp13_no_recurrence,dropout,0.1,1.0,0.03958333333333334,0.0038350719987039414,5,1.0,0.0,5,0.9604166666666666,0.003835071998703916,5,1.0,0.0,5,0.9000000000000001,0.0,5,0.0031249999999999997,0.0,5,1.9090745142198777,0.0,5,1.0,0.0,5,3072.0,0.0,5,,,0,,,0
context_corruption,exp13_no_recurrence,dropout,0.25,1.0,0.03958333333333334,0.0038350719987039414,5,1.0,0.0,5,0.9604166666666666,0.003835071998703916,5,1.0,0.0,5,0.75,0.0,5,0.0078125,0.0,5,1.9090745142198777,0.0,5,1.0,0.0,5,3072.0,0.0,5,,,0,,,0
context_corruption,exp13_no_recurrence,dropout,0.5,1.0,0.03958333333333334,0.0038350719987039414,5,1.0,0.0,5,0.9604166666666666,0.003835071998703916,5,1.0,0.0,5,0.5,0.0,5,0.015625,0.0,5,1.9090745142198777,0.0,5,1.0,0.0,5,3072.0,0.0,5,,,0,,,0
context_corruption,exp13_no_recurrence,dropout,0.75,1.0,0.03958333333333334,0.0038350719987039414,5,1.0,0.0,5,0.9604166666666666,0.003835071998703916,5,1.0,0.0,5,0.25,0.0,5,0.0234375,0.0,5,1.9090745142198777,0.0,5,1.0,0.0,5,3072.0,0.0,5,,,0,,,0
context_corruption,exp13_no_recurrence,dropout,0.9,1.0,0.03958333333333334,0.0038350719987039414,5,1.0,0.0,5,0.9604166666666666,0.003835071998703916,5,1.0,0.0,5,0.09999999999999999,0.0,5,0.028125000000000004,0.0,5,1.9090745142198777,0.0,5,1.0,0.0,5,3072.0,0.0,5,,,0,,,0
context_corruption,exp13_no_recurrence,uniform_bleed,0.0,1.0,0.03958333333333334,0.0038350719987039414,5,1.0,0.0,5,0.9604166666666666,0.003835071998703916,5,1.0,0.0,5,1.0,0.0,5,0.0,0.0,5,1.9090745142198777,0.0,5,1.0,0.0,5,3072.0,0.0,5,,,0,,,0
context_corruption,exp13_no_recurrence,uniform_bleed,0.1,1.0,0.03958333333333334,0.0038350719987039414,5,1.0,0.0,5,0.9604166666666666,0.003835071998703916,5,1.0,0.0,5,0.9317741935483872,0.0,5,0.0032258064516129037,0.0,5,1.9090745142198777,0.0,5,1.0,0.0,5,3072.0,0.0,5,,,0,,,0
context_corruption,exp13_no_recurrence,uniform_bleed,0.25,1.0,0.03958333333333334,0.0038350719987039414,5,1.0,0.0,5,0.9604166666666666,0.003835071998703916,5,1.0,0.0,5,0.8294354838709678,0.0,5,0.008064516129032256,0.0,5,1.9090745142198777,0.0,5,1.0,0.0,5,3072.0,0.0,5,,,0,,,0
context_corruption,exp13_no_recurrence,uniform_bleed,0.5,1.0,0.03958333333333334,0.0038350719987039414,5,1.0,0.0,5,0.9604166666666666,0.003835071998703916,5,1.0,0.0,5,0.6588709677419357,0.0,5,0.016129032258064512,0.0,5,1.9090745142198777,0.0,5,1.0,0.0,5,3072.0,0.0,5,,,0,,,0
context_corruption,exp13_no_recurrence,uniform_bleed,0.75,1.0,0.03958333333333334,0.0038350719987039414,5,1.0,0.0,5,0.9604166666666666,0.003835071998703916,5,1.0,0.0,5,0.4883064516129032,0.0,5,0.024193548387096777,0.0,5,1.9090745142198777,0.0,5,1.0,0.0,5,3072.0,0.0,5,,,0,,,0
context_corruption,exp13_no_recurrence,uniform_bleed,0.95,1.0,0.03958333333333334,0.0038350719987039414,5,1.0,0.0,5,0.9604166666666666,0.003835071998703916,5,1.0,0.0,5,0.35185483870967754,0.0,5,0.030645161290322583,0.0,5,1.9090745142198777,0.0,5,1.0,0.0,5,3072.0,0.0,5,,,0,,,0
context_corruption,exp13_no_world_context,adversarial_mixture,0.0,1.0,0.03203125,0.003487785217702832,5,0.1126953125,0.0021271236006125704,5,0.0806640625,0.0036785294496137124,5,0.0,0.0,5,0.0,0.0,5,0.5,0.0,5,1.0240331591452692,0.03972790673824456,5,1.0,0.0,5,1935.8,13.179529581893254,5,,,0,,,0
context_corruption,exp13_no_world_context,adversarial_mixture,0.1,1.0,0.03203125,0.003487785217702832,5,0.1126953125,0.0021271236006125704,5,0.0806640625,0.0036785294496137124,5,0.0,0.0,5,0.0,0.0,5,0.5,0.0,5,1.0240331591452692,0.03972790673824456,5,1.0,0.0,5,1935.8,13.179529581893254,5,,,0,,,0
context_corruption,exp13_no_world_context,adversarial_mixture,0.25,1.0,0.03203125,0.003487785217702832,5,0.1126953125,0.0021271236006125704,5,0.0806640625,0.0036785294496137124,5,0.0,0.0,5,0.0,0.0,5,0.5,0.0,5,1.0240331591452692,0.03972790673824456,5,1.0,0.0,5,1935.8,13.179529581893254,5,,,0,,,0
context_corruption,exp13_no_world_context,adversarial_mixture,0.4,1.0,0.03203125,0.003487785217702832,5,0.1126953125,0.0021271236006125704,5,0.0806640625,0.0036785294496137124,5,0.0,0.0,5,0.0,0.0,5,0.5,0.0,5,1.0240331591452692,0.03972790673824456,5,1.0,0.0,5,1935.8,13.179529581893254,5,,,0,,,0
context_corruption,exp13_no_world_context,adversarial_mixture,0.49,1.0,0.03203125,0.003487785217702832,5,0.1126953125,0.0021271236006125704,5,0.0806640625,0.0036785294496137124,5,0.0,0.0,5,0.0,0.0,5,0.5,0.0,5,1.0240331591452692,0.03972790673824456,5,1.0,0.0,5,1935.8,13.179529581893254,5,,,0,,,0
context_corruption,exp13_no_world_context,adversarial_mixture,0.51,1.0,0.03203125,0.003487785217702832,5,0.1126953125,0.0021271236006125704,5,0.0806640625,0.0036785294496137124,5,0.0,0.0,5,0.0,0.0,5,0.5,0.0,5,1.0240331591452692,0.03972790673824456,5,1.0,0.0,5,1935.8,13.179529581893254,5,,,0,,,0
context_corruption,exp13_no_world_context,adversarial_mixture,0.6,1.0,0.03203125,0.003487785217702832,5,0.1126953125,0.0021271236006125704,5,0.0806640625,0.0036785294496137124,5,0.0,0.0,5,0.0,0.0,5,0.5,0.0,5,1.0240331591452692,0.03972790673824456,5,1.0,0.0,5,1935.8,13.179529581893254,5,,,0,,,0
context_corruption,exp13_no_world_context,adversarial_mixture,0.75,1.0,0.03203125,0.003487785217702832,5,0.1126953125,0.0021271236006125704,5,0.0806640625,0.0036785294496137124,5,0.0,0.0,5,0.0,0.0,5,0.5,0.0,5,1.0240331591452692,0.03972790673824456,5,1.0,0.0,5,1935.8,13.179529581893254,5,,,0,,,0
context_corruption,exp13_no_world_context,adversarial_mixture,0.9,1.0,0.03203125,0.003487785217702832,5,0.1126953125,0.0021271236006125704,5,0.0806640625,0.0036785294496137124,5,0.0,0.0,5,0.0,0.0,5,0.5,0.0,5,1.0240331591452692,0.03972790673824456,5,1.0,0.0,5,1935.8,13.179529581893254,5,,,0,,,0
context_corruption,exp13_no_world_context,adversarial_mixture,0.99,1.0,0.03203125,0.003487785217702832,5,0.1126953125,0.0021271236006125704,5,0.0806640625,0.0036785294496137124,5,0.0,0.0,5,0.0,0.0,5,0.5,0.0,5,1.0240331591452692,0.03972790673824456,5,1.0,0.0,5,1935.8,13.179529581893254,5,,,0,,,0
context_corruption,exp13_no_world_context,dropout,0.0,1.0,0.03203125,0.003487785217702832,5,0.1126953125,0.0021271236006125704,5,0.0806640625,0.0036785294496137124,5,0.0,0.0,5,0.0,0.0,5,0.5,0.0,5,1.0240331591452692,0.03972790673824456,5,1.0,0.0,5,1935.8,13.179529581893254,5,,,0,,,0
context_corruption,exp13_no_world_context,dropout,0.1,1.0,0.03203125,0.003487785217702832,5,0.1126953125,0.0021271236006125704,5,0.0806640625,0.0036785294496137124,5,0.0,0.0,5,0.0,0.0,5,0.5,0.0,5,1.0240331591452692,0.03972790673824456,5,1.0,0.0,5,1935.8,13.179529581893254,5,,,0,,,0
context_corruption,exp13_no_world_context,dropout,0.25,1.0,0.03203125,0.003487785217702832,5,0.1126953125,0.0021271236006125704,5,0.0806640625,0.0036785294496137124,5,0.0,0.0,5,0.0,0.0,5,0.5,0.0,5,1.0240331591452692,0.03972790673824456,5,1.0,0.0,5,1935.8,13.179529581893254,5,,,0,,,0
context_corruption,exp13_no_world_context,dropout,0.5,1.0,0.03203125,0.003487785217702832,5,0.1126953125,0.0021271236006125704,5,0.0806640625,0.0036785294496137124,5,0.0,0.0,5,0.0,0.0,5,0.5,0.0,5,1.0240331591452692,0.03972790673824456,5,1.0,0.0,5,1935.8,13.179529581893254,5,,,0,,,0
context_corruption,exp13_no_world_context,dropout,0.75,1.0,0.03203125,0.003487785217702832,5,0.1126953125,0.0021271236006125704,5,0.0806640625,0.0036785294496137124,5,0.0,0.0,5,0.0,0.0,5,0.5,0.0,5,1.0240331591452692,0.03972790673824456,5,1.0,0.0,5,1935.8,13.179529581893254,5,,,0,,,0
context_corruption,exp13_no_world_context,dropout,0.9,1.0,0.03203125,0.003487785217702832,5,0.1126953125,0.0021271236006125704,5,0.0806640625,0.0036785294496137124,5,0.0,0.0,5,0.0,0.0,5,0.5,0.0,5,1.0240331591452692,0.03972790673824456,5,1.0,0.0,5,1935.8,13.179529581893254,5,,,0,,,0
context_corruption,exp13_no_world_context,uniform_bleed,0.0,1.0,0.03203125,0.003487785217702832,5,0.1126953125,0.0021271236006125704,5,0.0806640625,0.0036785294496137124,5,0.0,0.0,5,0.0,0.0,5,0.5,0.0,5,1.0240331591452692,0.03972790673824456,5,1.0,0.0,5,1935.8,13.179529581893254,5,,,0,,,0
context_corruption,exp13_no_world_context,uniform_bleed,0.1,1.0,0.03203125,0.003487785217702832,5,0.1126953125,0.0021271236006125704,5,0.0806640625,0.0036785294496137124,5,0.0,0.0,5,0.0,0.0,5,0.5,0.0,5,1.0240331591452692,0.03972790673824456,5,1.0,0.0,5,1935.8,13.179529581893254,5,,,0,,,0
context_corruption,exp13_no_world_context,uniform_bleed,0.25,1.0,0.03203125,0.003487785217702832,5,0.1126953125,0.0021271236006125704,5,0.0806640625,0.0036785294496137124,5,0.0,0.0,5,0.0,0.0,5,0.5,0.0,5,1.0240331591452692,0.03972790673824456,5,1.0,0.0,5,1935.8,13.179529581893254,5,,,0,,,0
context_corruption,exp13_no_world_context,uniform_bleed,0.5,1.0,0.03203125,0.003487785217702832,5,0.1126953125,0.0021271236006125704,5,0.0806640625,0.0036785294496137124,5,0.0,0.0,5,0.0,0.0,5,0.5,0.0,5,1.0240331591452692,0.03972790673824456,5,1.0,0.0,5,1935.8,13.179529581893254,5,,,0,,,0
context_corruption,exp13_no_world_context,uniform_bleed,0.75,1.0,0.03203125,0.003487785217702832,5,0.1126953125,0.0021271236006125704,5,0.0806640625,0.0036785294496137124,5,0.0,0.0,5,0.0,0.0,5,0.5,0.0,5,1.0240331591452692,0.03972790673824456,5,1.0,0.0,5,1935.8,13.179529581893254,5,,,0,,,0
context_corruption,exp13_no_world_context,uniform_bleed,0.95,1.0,0.03203125,0.003487785217702832,5,0.1126953125,0.0021271236006125704,5,0.0806640625,0.0036785294496137124,5,0.0,0.0,5,0.0,0.0,5,0.5,0.0,5,1.0240331591452692,0.03972790673824456,5,1.0,0.0,5,1935.8,13.179529581893254,5,,,0,,,0
context_corruption,exp13_strong_consolidation,adversarial_mixture,0.0,1.0,1.0,0.0,5,1.0,0.0,5,0.0,0.0,5,1.0,0.0,5,1.1999999999999997,0.0,5,0.0,0.0,5,8.238250328630839,0.0,5,1.0,0.0,5,3072.0,0.0,5,,,0,,,0
context_corruption,exp13_strong_consolidation,adversarial_mixture,0.1,1.0,1.0,0.0,5,1.0,0.0,5,0.0,0.0,5,1.0,0.0,5,0.9600000000000003,0.0,5,0.12000000000000004,0.0,5,8.238250328630839,0.0,5,1.0,0.0,5,3072.0,0.0,5,,,0,,,0
context_corruption,exp13_strong_consolidation,adversarial_mixture,0.25,1.0,1.0,0.0,5,1.0,0.0,5,0.0,0.0,5,1.0,0.0,5,0.5999999999999998,0.0,5,0.29999999999999993,0.0,5,8.238250328630839,0.0,5,1.0,0.0,5,3072.0,0.0,5,,,0,,,0
context_corruption,exp13_strong_consolidation,adversarial_mixture,0.4,1.0,1.0,0.0,5,1.0,0.0,5,0.0,0.0,5,1.0,0.0,5,0.24000000000000007,0.0,5,0.48000000000000015,0.0,5,8.238250328630839,0.0,5,1.0,0.0,5,3072.0,0.0,5,,,0,,,0
context_corruption,exp13_strong_consolidation,adversarial_mixture,0.49,1.0,1.0,0.0,5,1.0,0.0,5,0.0,0.0,5,1.0,0.0,5,0.02400000000000002,0.0,5,0.588,0.0,5,8.238250328630839,0.0,5,1.0,0.0,5,3072.0,0.0,5,,,0,,,0
context_corruption,exp13_strong_consolidation,adversarial_mixture,0.51,1.0,0.03177083333333333,0.004279082480509111,5,0.0326171875,0.0041965683253862825,5,0.0008463541666666671,0.002104587223339144,5,0.0,0.0,5,-0.02400000000000002,0.0,5,0.612,0.0,5,8.238250328630839,0.0,5,1.0,0.0,5,3072.0,0.0,5,,,0,,,0
context_corruption,exp13_strong_consolidation,adversarial_mixture,0.6,1.0,0.03177083333333333,0.004279082480509111,5,0.0326171875,0.0041965683253862825,5,0.0008463541666666671,0.002104587223339144,5,0.0,0.0,5,-0.24000000000000007,0.0,5,0.7199999999999999,0.0,5,8.238250328630839,0.0,5,1.0,0.0,5,3072.0,0.0,5,,,0,,,0
context_corruption,exp13_strong_consolidation,adversarial_mixture,0.75,1.0,0.03177083333333333,0.004279082480509111,5,0.0326171875,0.0041965683253862825,5,0.0008463541666666671,0.002104587223339144,5,0.0,0.0,5,-0.5999999999999998,0.0,5,0.9000000000000001,0.0,5,8.238250328630839,0.0,5,1.0,0.0,5,3072.0,0.0,5,,,0,,,0
context_corruption,exp13_strong_consolidation,adversarial_mixture,0.9,1.0,0.03177083333333333,0.004279082480509111,5,0.0326171875,0.0041965683253862825,5,0.0008463541666666671,0.002104587223339144,5,0.0,0.0,5,-0.9600000000000003,0.0,5,1.08,0.0,5,8.238250328630839,0.0,5,1.0,0.0,5,3072.0,0.0,5,,,0,,,0
context_corruption,exp13_strong_consolidation,adversarial_mixture,0.99,1.0,0.03177083333333333,0.004279082480509111,5,0.0326171875,0.0041965683253862825,5,0.0008463541666666671,0.002104587223339144,5,0.0,0.0,5,-1.176,0.0,5,1.1880000000000002,0.0,5,8.238250328630839,0.0,5,1.0,0.0,5,3072.0,0.0,5,,,0,,,0
context_corruption,exp13_strong_consolidation,dropout,0.0,1.0,1.0,0.0,5,1.0,0.0,5,0.0,0.0,5,1.0,0.0,5,1.1999999999999997,0.0,5,0.0,0.0,5,8.238250328630839,0.0,5,1.0,0.0,5,3072.0,0.0,5,,,0,,,0
context_corruption,exp13_strong_consolidation,dropout,0.1,1.0,1.0,0.0,5,1.0,0.0,5,0.0,0.0,5,1.0,0.0,5,1.08,0.0,5,0.003750000000000001,0.0,5,8.238250328630839,0.0,5,1.0,0.0,5,3072.0,0.0,5,,,0,,,0
context_corruption,exp13_strong_consolidation,dropout,0.25,1.0,1.0,0.0,5,1.0,0.0,5,0.0,0.0,5,1.0,0.0,5,0.9000000000000001,0.0,5,0.009374999999999998,0.0,5,8.238250328630839,0.0,5,1.0,0.0,5,3072.0,0.0,5,,,0,,,0
context_corruption,exp13_strong_consolidation,dropout,0.5,1.0,1.0,0.0,5,1.0,0.0,5,0.0,0.0,5,1.0,0.0,5,0.5999999999999999,0.0,5,0.018749999999999996,0.0,5,8.238250328630839,0.0,5,1.0,0.0,5,3072.0,0.0,5,,,0,,,0
context_corruption,exp13_strong_consolidation,dropout,0.75,1.0,1.0,0.0,5,1.0,0.0,5,0.0,0.0,5,1.0,0.0,5,0.29999999999999993,0.0,5,0.028125000000000004,0.0,5,8.238250328630839,0.0,5,1.0,0.0,5,3072.0,0.0,5,,,0,,,0
context_corruption,exp13_strong_consolidation,dropout,0.9,1.0,1.0,0.0,5,1.0,0.0,5,0.0,0.0,5,1.0,0.0,5,0.11999999999999995,0.0,5,0.03375,0.0,5,8.238250328630839,0.0,5,1.0,0.0,5,3072.0,0.0,5,,,0,,,0
context_corruption,exp13_strong_consolidation,uniform_bleed,0.0,1.0,1.0,0.0,5,1.0,0.0,5,0.0,0.0,5,1.0,0.0,5,1.1999999999999997,0.0,5,0.0,0.0,5,8.238250328630839,0.0,5,1.0,0.0,5,3072.0,0.0,5,,,0,,,0
context_corruption,exp13_strong_consolidation,uniform_bleed,0.1,1.0,1.0,0.0,5,1.0,0.0,5,0.0,0.0,5,1.0,0.0,5,1.1181290322580646,0.0,5,0.0038709677419354834,0.0,5,8.238250328630839,0.0,5,1.0,0.0,5,3072.0,0.0,5,,,0,,,0
context_corruption,exp13_strong_consolidation,uniform_bleed,0.25,1.0,1.0,0.0,5,1.0,0.0,5,0.0,0.0,5,1.0,0.0,5,0.9953225806451614,0.0,5,0.009677419354838708,0.0,5,8.238250328630839,0.0,5,1.0,0.0,5,3072.0,0.0,5,,,0,,,0
context_corruption,exp13_strong_consolidation,uniform_bleed,0.5,1.0,1.0,0.0,5,1.0,0.0,5,0.0,0.0,5,1.0,0.0,5,0.7906451612903228,0.0,5,0.019354838709677417,0.0,5,8.238250328630839,0.0,5,1.0,0.0,5,3072.0,0.0,5,,,0,,,0
context_corruption,exp13_strong_consolidation,uniform_bleed,0.75,1.0,1.0,0.0,5,1.0,0.0,5,0.0,0.0,5,1.0,0.0,5,0.5859677419354837,0.0,5,0.02903225806451613,0.0,5,8.238250328630839,0.0,5,1.0,0.0,5,3072.0,0.0,5,,,0,,,0
context_corruption,exp13_strong_consolidation,uniform_bleed,0.95,1.0,1.0,0.0,5,1.0,0.0,5,0.0,0.0,5,1.0,0.0,5,0.422225806451613,0.0,5,0.03677419354838709,0.0,5,8.238250328630839,0.0,5,1.0,0.0,5,3072.0,0.0,5,,,0,,,0
context_corruption,exp13_world_gated_plasticity,adversarial_mixture,0.0,1.0,1.0,0.0,5,1.0,0.0,5,0.0,0.0,5,1.0,0.0,5,1.0999999999999999,0.0,5,0.0,0.0,5,2.004528239930872,0.0,5,1.0,0.0,5,3072.0,0.0,5,,,0,,,0
context_corruption,exp13_world_gated_plasticity,adversarial_mixture,0.1,1.0,1.0,0.0,5,1.0,0.0,5,0.0,0.0,5,1.0,0.0,5,0.8800000000000002,0.0,5,0.11000000000000003,0.0,5,2.004528239930872,0.0,5,1.0,0.0,5,3072.0,0.0,5,,,0,,,0
context_corruption,exp13_world_gated_plasticity,adversarial_mixture,0.25,1.0,1.0,0.0,5,1.0,0.0,5,0.0,0.0,5,1.0,0.0,5,0.5499999999999999,0.0,5,0.27499999999999997,0.0,5,2.004528239930872,0.0,5,1.0,0.0,5,3072.0,0.0,5,,,0,,,0
context_corruption,exp13_world_gated_plasticity,adversarial_mixture,0.4,1.0,1.0,0.0,5,1.0,0.0,5,0.0,0.0,5,1.0,0.0,5,0.21999999999999997,0.0,5,0.4400000000000001,0.0,5,2.004528239930872,0.0,5,1.0,0.0,5,3072.0,0.0,5,,,0,,,0
context_corruption,exp13_world_gated_plasticity,adversarial_mixture,0.49,1.0,1.0,0.0,5,1.0,0.0,5,0.0,0.0,5,1.0,0.0,5,0.02200000000000002,0.0,5,0.5389999999999999,0.0,5,2.004528239930872,0.0,5,1.0,0.0,5,3072.0,0.0,5,,,0,,,0
context_corruption,exp13_world_gated_plasticity,adversarial_mixture,0.51,1.0,0.03177083333333333,0.004279082480509111,5,0.0326171875,0.0041965683253862825,5,0.0008463541666666671,0.002104587223339144,5,0.0,0.0,5,-0.02200000000000002,0.0,5,0.561,0.0,5,2.0045282399308717,0.0,5,1.0,0.0,5,3072.0,0.0,5,,,0,,,0
context_corruption,exp13_world_gated_plasticity,adversarial_mixture,0.6,1.0,0.03177083333333333,0.004279082480509111,5,0.0326171875,0.0041965683253862825,5,0.0008463541666666671,0.002104587223339144,5,0.0,0.0,5,-0.21999999999999997,0.0,5,0.66,0.0,5,2.0045282399308717,0.0,5,1.0,0.0,5,3072.0,0.0,5,,,0,,,0
context_corruption,exp13_world_gated_plasticity,adversarial_mixture,0.75,1.0,0.03177083333333333,0.004279082480509111,5,0.0326171875,0.0041965683253862825,5,0.0008463541666666671,0.002104587223339144,5,0.0,0.0,5,-0.5499999999999999,0.0,5,0.8249999999999998,0.0,5,2.0045282399308717,0.0,5,1.0,0.0,5,3072.0,0.0,5,,,0,,,0
context_corruption,exp13_world_gated_plasticity,adversarial_mixture,0.9,1.0,0.03177083333333333,0.004279082480509111,5,0.0326171875,0.0041965683253862825,5,0.0008463541666666671,0.002104587223339144,5,0.0,0.0,5,-0.8800000000000002,0.0,5,0.99,0.0,5,2.0045282399308717,0.0,5,1.0,0.0,5,3072.0,0.0,5,,,0,,,0
context_corruption,exp13_world_gated_plasticity,adversarial_mixture,0.99,1.0,0.03177083333333333,0.004279082480509111,5,0.0326171875,0.0041965683253862825,5,0.0008463541666666671,0.002104587223339144,5,0.0,0.0,5,-1.0779999999999996,0.0,5,1.0890000000000002,0.0,5,2.0045282399308717,0.0,5,1.0,0.0,5,3072.0,0.0,5,,,0,,,0
context_corruption,exp13_world_gated_plasticity,dropout,0.0,1.0,1.0,0.0,5,1.0,0.0,5,0.0,0.0,5,1.0,0.0,5,1.0999999999999999,0.0,5,0.0,0.0,5,2.004528239930872,0.0,5,1.0,0.0,5,3072.0,0.0,5,,,0,,,0
context_corruption,exp13_world_gated_plasticity,dropout,0.1,1.0,1.0,0.0,5,1.0,0.0,5,0.0,0.0,5,1.0,0.0,5,0.99,0.0,5,0.003437500000000001,0.0,5,2.004528239930872,0.0,5,1.0,0.0,5,3072.0,0.0,5,,,0,,,0
context_corruption,exp13_world_gated_plasticity,dropout,0.25,1.0,1.0,0.0,5,1.0,0.0,5,0.0,0.0,5,1.0,0.0,5,0.8249999999999998,0.0,5,0.008593749999999999,0.0,5,2.004528239930872,0.0,5,1.0,0.0,5,3072.0,0.0,5,,,0,,,0
context_corruption,exp13_world_gated_plasticity,dropout,0.5,1.0,1.0,0.0,5,1.0,0.0,5,0.0,0.0,5,1.0,0.0,5,0.5499999999999999,0.0,5,0.017187499999999998,0.0,5,2.004528239930872,0.0,5,1.0,0.0,5,3072.0,0.0,5,,,0,,,0
context_corruption,exp13_world_gated_plasticity,dropout,0.75,1.0,1.0,0.0,5,1.0,0.0,5,0.0,0.0,5,1.0,0.0,5,0.27499999999999997,0.0,5,0.025781249999999995,0.0,5,2.004528239930872,0.0,5,1.0,0.0,5,3072.0,0.0,5,,,0,,,0
context_corruption,exp13_world_gated_plasticity,dropout,0.9,1.0,1.0,0.0,5,1.0,0.0,5,0.0,0.0,5,1.0,0.0,5,0.10999999999999999,0.0,5,0.0309375,0.0,5,2.004528239930872,0.0,5,1.0,0.0,5,3072.0,0.0,5,,,0,,,0
context_corruption,exp13_world_gated_plasticity,uniform_bleed,0.0,1.0,1.0,0.0,5,1.0,0.0,5,0.0,0.0,5,1.0,0.0,5,1.0999999999999999,0.0,5,0.0,0.0,5,2.004528239930872,0.0,5,1.0,0.0,5,3072.0,0.0,5,,,0,,,0
context_corruption,exp13_world_gated_plasticity,uniform_bleed,0.1,1.0,1.0,0.0,5,1.0,0.0,5,0.0,0.0,5,1.0,0.0,5,1.0249516129032261,0.0,5,0.0035483870967741938,0.0,5,2.004528239930872,0.0,5,1.0,0.0,5,3072.0,0.0,5,,,0,,,0
context_corruption,exp13_world_gated_plasticity,uniform_bleed,0.25,1.0,1.0,0.0,5,1.0,0.0,5,0.0,0.0,5,1.0,0.0,5,0.9123790322580645,0.0,5,0.008870967741935482,0.0,5,2.004528239930872,0.0,5,1.0,0.0,5,3072.0,0.0,5,,,0,,,0
context_corruption,exp13_world_gated_plasticity,uniform_bleed,0.5,1.0,1.0,0.0,5,1.0,0.0,5,0.0,0.0,5,1.0,0.0,5,0.724758064516129,0.0,5,0.017741935483870964,0.0,5,2.004528239930872,0.0,5,1.0,0.0,5,3072.0,0.0,5,,,0,,,0
context_corruption,exp13_world_gated_plasticity,uniform_bleed,0.75,1.0,1.0,0.0,5,1.0,0.0,5,0.0,0.0,5,1.0,0.0,5,0.5371370967741935,0.0,5,0.026612903225806457,0.0,5,2.004528239930872,0.0,5,1.0,0.0,5,3072.0,0.0,5,,,0,,,0
context_corruption,exp13_world_gated_plasticity,uniform_bleed,0.95,1.0,1.0,0.0,5,1.0,0.0,5,0.0,0.0,5,1.0,0.0,5,0.3870403225806453,0.0,5,0.03370967741935483,0.0,5,2.004528239930872,0.0,5,1.0,0.0,5,3072.0,0.0,5,,,0,,,0
